iter	Passed	Remaining
1662	137336	27830
1663	137423	27748
1664	137501	27665
1665	137589	27583
1666	137668	27500
1667	137750	27417
1668	137827	27334
1669	137910	27251
1670	137997	27170
1671	138083	27088
1672	138163	27005
1673	138245	26922
1674	138334	26840
1675	138415	26758
1676	138497	26675
1677	138579	26592
1678	138663	26510
1679	138742	26427
1680	138823	26344
1681	138907	26261
1682	138989	26179
1683	139072	26096
1684	139150	26013
1685	139230	25930
1686	139308	25846
1687	139390	25764
1688	139471	25681
1689	139550	25598
1690	139639	25516
1691	139725	25434
1692	139804	25351
1693	139891	25269
1694	139971	25186
1695	140048	25103
1696	140124	25019
1697	140200	24935
1698	140281	24852
1699	140369	24771
1700	140446	24687
1701	140535	24606
1702	140617	24523
1703	140704	24441
1704	140782	24358
1705	140870	24276
1706	140949	24193
1707	141030	24110
1708	141112	24027
1709	141191	23944
1710	141277	23862
1711	141360	23780
1712	141443	23697
1713	141526	23615
1714	141604	23531
1715	141682	23448
1716	141759	23365
1717	141839	23282
1718	141926	23200
1719	142006	23117
1720	142087	23034
1721	142173	22952
1722	142259	22870
1723	142339	22787
1724	142417	22704
1725	142495	22620
1726	142580	22538
1727	142661	22456
1728	142740	22372
1729	142820	22289
1730	142908	22208
1731	142990	22125
1732	143076	22043
1733	143158	21960
1734	143239	21878
1735	143319	21795
1736	143406	21713
1737	143494	21631
1738	143576	21548
1739	143660	21466
1740	143738	21383
1741	143820	21300
1742	143904	21218
1743	143985	21135
1744	144070	21053
